,record_id,borrower_id,borrower_age,borrower_income,business_uid,business_annual_income,business_annual_revenue,business_annual_expense,business_age,business_no_of_employees,loan_amount_asked,loan_amount_offered,loan_interest_rate,loan_duration_months,loan_monthly_payment,business_default,business_previous_loan,final_credit_score,final_loan_verdict
3732,45889,8387580,57,1873000,269266498300,150000,1036000,483000,22,60,1928000,1735200.0,26,66,36150.0,0,0,600.0,1
3733,21733,962920,27,108000,280354004850,1280000,6077000,3374000,8,38,21499000,19349100.0,27,66,403106.25,0,0,600.0,1
3734,2707,8839280,42,1312000,380443406640,770000,2339000,1174000,14,98,6176000,5867200.0,27,60,122233.33333333300,0,0,650.0,1
3735,13689,9134660,28,383000,321003183690,1630000,14278000,13603000,0,28,70565000,67036750.0,29,48,1396598.9583333300,0,0,650.0,1
3736,85607,3305980,46,111000,399396155060,350000,1913000,1371000,22,42,1276000,1212200.0,28,84,25254.166666666700,0,0,625.0,1
3737,24563,9833280,25,1928000,409170919060,780000,3720000,2653000,28,26,14110000,13404500.0,27,66,279260.4166666670,0,0,625.0,1
3738,90789,5670160,42,1030000,363983029270,1060000,7536000,4735000,6,8,28253000,25427700.0,22,78,529743.75,0,0,450.0,0
3739,68968,4821920,51,1109000,305079890480,1160000,10412000,9107000,30,12,19995000,17995500.0,28,72,374906.25,0,0,600.0,1
3740,31399,5480280,28,403000,358480516920,1430000,4172000,2613000,26,56,15652000,14869400.0,21,78,309779.1666666670,0,0,725.0,1
3741,65037,986000,46,600000,220524275050,1490000,12095000,4768000,34,64,39569000,37590550.0,24,78,783136.4583333330,0,0,725.0,1
3742,7736,7392860,51,323000,226249766310,1950000,8951000,4767000,20,2,43838000,39454200.0,28,66,821962.5,0,0,500.0,0
3743,13212,8651720,47,1520000,246539506990,660000,930000,667000,34,70,2395000,2275250.0,25,48,47401.041666666700,0,0,700.0,1
3744,23863,8285460,40,1098000,388302340520,1290000,3587000,1735000,32,68,12561000,11932950.0,26,60,248603.125,0,0,725.0,1
3745,77527,3543740,25,228000,248434427310,1010000,5380000,3638000,2,14,22041000,17632800.0,28,54,367350.0,0,0,400.0,0
3746,53492,6083200,56,1522000,357029694760,250000,1581000,834000,10,16,3075000,2767500.0,20,78,57656.25,0,0,425.0,0
3747,3582,7426620,42,1003000,328774421880,1680000,6179000,3019000,32,74,12796000,12156200.0,28,60,253254.16666666700,0,0,725.0,1
3748,64071,3884640,34,116000,238186435570,1560000,13993000,8488000,34,32,65649000,62366550.0,29,72,1299303.125,0,0,700.0,1
3749,39226,7733340,31,738000,372816677390,1120000,9113000,1130000,16,54,7411000,7040450.0,21,54,146676.04166666700,0,0,675.0,1
3750,2453,9264480,46,1535000,224114636420,350000,893000,561000,8,42,2712000,2440800.0,27,48,50850.0,0,0,525.0,1
3751,25178,3236980,40,1028000,278780269470,1970000,16103000,3711000,6,82,11915000,11319250.0,24,54,235817.70833333300,0,0,625.0,1
3752,3694,2425280,27,1183000,248883509510,1600000,5082000,2439000,10,82,5092000,4837400.0,22,60,100779.16666666700,0,0,625.0,1
3753,76595,6584180,54,1310000,277974514180,1780000,10747000,9447000,30,12,36604000,32943600.0,29,48,686325.0,0,0,600.0,1
3754,69598,8997840,33,1802000,324724957010,960000,7727000,4297000,30,90,12322000,11705900.0,26,60,243872.91666666700,0,0,700.0,1
3755,3527,9828500,59,382000,289817598840,970000,3613000,3589000,8,24,1501000,1350900.0,29,60,28143.75,0,0,525.0,1
3756,95252,9873020,41,1132000,242021331940,900000,4575000,3449000,38,84,16247000,15434650.0,28,90,321555.2083333330,0,0,700.0,1
3757,33893,6556980,40,1526000,269630559390,1400000,4985000,2169000,18,72,15093000,14338350.0,23,66,298715.625,0,0,675.0,1
3758,95023,6551520,38,276000,364374404180,1440000,13892000,3587000,30,96,61639000,58557050.0,29,66,1219938.5416666700,0,0,725.0,1
3759,45118,7594060,48,1547000,275201508600,20000,104000,23000,24,42,183000,164700.0,25,54,3431.25,0,0,525.0,1
3760,35197,760720,50,1625000,402717541050,220000,1643000,1422000,10,92,4202000,3781800.0,28,54,78787.5,0,0,550.0,1
3761,35830,1180520,35,1397000,361199122500,1900000,6700000,5764000,0,60,10104000,9598800.0,26,66,199975.0,0,0,725.0,1
3762,77753,7474320,32,1719000,226453386930,1930000,7069000,3615000,4,70,30405000,27364500.0,27,60,570093.75,0,0,575.0,1
3763,14790,4255280,28,1815000,259622379020,360000,2782000,2139000,38,20,4986000,4487400.0,25,54,93487.5,0,0,525.0,1
3764,33997,1915760,48,614000,409300938670,1030000,3239000,1397000,20,90,11340000,10773000.0,26,66,224437.5,0,0,675.0,1
3765,85145,5227260,32,1854000,311133795090,380000,3101000,2182000,34,28,10507000,9456300.0,29,54,197006.25,0,0,575.0,1
3766,79274,1086500,34,671000,212239783060,920000,7130000,1882000,24,72,26395000,25075250.0,27,48,522401.0416666670,0,0,700.0,1
3767,28000,1471040,52,119000,303585276680,1750000,10067000,8815000,14,58,44823000,42581850.0,26,48,887121.875,0,0,675.0,1
3768,91904,8154460,59,152000,269903681530,770000,3929000,1900000,12,58,14221000,13509950.0,26,54,281457.2916666670,0,0,650.0,1
3769,91256,5650560,39,1700000,247268824820,580000,3160000,2581000,36,26,4440000,4218000.0,29,84,87875.0,0,0,625.0,1
3770,65084,1402280,35,1461000,373272623130,570000,5300000,5285000,36,14,19135000,17221500.0,29,66,358781.25,0,0,575.0,1
3771,19647,5620320,28,1325000,311537346780,1360000,4490000,2788000,22,46,8487000,8062650.0,25,78,167971.875,0,0,700.0,1
3772,55975,8650900,26,1291000,224775251130,1020000,2613000,1967000,4,50,9085000,8176500.0,27,72,170343.75,0,0,550.0,1
3773,47505,8680160,54,903000,258273213220,1170000,9151000,6876000,10,4,17703000,15932700.0,24,66,331931.25,0,0,450.0,0
3774,83856,1262480,48,1085000,404638651020,630000,1024000,785000,32,52,154000,146300.0,27,48,3047.9166666666700,0,0,700.0,1
3775,52868,3890320,54,1390000,405820919720,590000,2225000,1028000,24,86,9246000,8783700.0,28,54,182993.75,0,0,700.0,1
3776,26334,6028700,38,77000,392597918420,1190000,11276000,4339000,32,8,28298000,25468200.0,25,60,530587.5,0,0,550.0,1
3777,24127,5283720,31,706000,382112547940,660000,1937000,996000,22,20,470000,423000.0,29,54,8812.5,0,0,575.0,1
3778,67003,1332120,45,837000,321575717780,790000,5604000,926000,38,20,13552000,12196800.0,25,66,254100.0,0,0,575.0,1
3779,1159,8397200,35,971000,380494354420,1900000,14881000,6338000,18,50,66934000,63587300.0,25,60,1324735.4166666700,0,0,650.0,1
3780,34435,9556600,41,993000,218908212270,1810000,9809000,3755000,20,10,40204000,36183600.0,26,66,753825.0,0,0,500.0,0
3781,39806,2032700,53,1220000,297853392530,1820000,15128000,2853000,0,84,49193000,46733350.0,24,54,973611.4583333330,0,0,725.0,1
3782,1689,2436580,57,1290000,242014895250,30000,123000,115000,10,70,595000,535500.0,23,60,11156.25,0,0,450.0,0
3783,19326,4274400,25,1198000,317323315080,210000,852000,764000,8,28,2512000,2260800.0,21,72,47100.0,0,0,475.0,0
3784,1114,9510480,44,248000,329274922820,1410000,3600000,2483000,36,44,11473000,10899350.0,29,54,227069.79166666700,0,0,700.0,1
3785,84462,7469420,46,1201000,376275142040,1350000,13156000,7736000,0,70,25601000,24320950.0,27,78,506686.4583333330,0,0,725.0,1
3786,3263,6514020,30,1600000,298712570040,650000,5972000,5551000,30,94,24650000,23417500.0,27,72,487864.5833333330,0,0,700.0,1
3787,48116,756920,51,1949000,370478539630,490000,2067000,2016000,32,32,4724000,4487800.0,23,48,93495.83333333330,0,0,625.0,1
3788,51154,8716580,59,1767000,234306694180,1880000,16894000,7135000,6,48,82822000,74539800.0,28,66,1552912.5,0,0,600.0,1
3789,12494,333380,31,1224000,218479759260,1470000,5905000,2879000,10,80,7719000,7333050.0,24,60,152771.875,0,0,625.0,1
3790,27805,6641480,49,326000,235568967640,850000,1014000,898000,36,8,1976000,1778400.0,25,54,37050.0,0,0,525.0,1
3791,98970,6259880,41,268000,293650766690,790000,6158000,5529000,6,32,27077000,24369300.0,25,54,507693.75,0,0,575.0,1
3792,11963,3689540,46,1421000,288770380970,770000,1241000,776000,2,98,3452000,3106800.0,24,66,64725.0,0,0,500.0,0
3793,14940,1690960,46,1997000,232591593160,800000,6703000,2702000,22,72,28501000,27075950.0,22,72,564082.2916666670,0,0,700.0,1
3794,11560,1547000,45,1611000,335892472600,1470000,8842000,8200000,36,22,31767000,30178650.0,28,54,628721.875,0,0,650.0,1
3795,77312,4311420,33,1255000,266130915130,1020000,4784000,2468000,20,94,20243000,19230850.0,22,60,400642.7083333330,0,0,675.0,1
3796,53683,7471660,51,480000,327094539610,130000,332000,221000,18,6,1486000,1188800.0,29,60,24766.666666666700,0,0,375.0,0
3797,11307,7540440,41,385000,266800823440,1740000,6759000,5131000,30,34,24573000,23344350.0,25,90,486340.625,0,0,700.0,1
3798,8136,3144280,49,282000,339975606220,1340000,2496000,1605000,36,50,4232000,4020400.0,25,54,83758.33333333330,0,0,700.0,1
3799,32833,2756640,43,217000,387380531890,700000,5488000,2448000,8,88,15985000,14386500.0,25,60,299718.75,0,0,600.0,1
3800,40830,7468460,29,660000,290411183680,1060000,8899000,3750000,22,72,36022000,34220900.0,27,48,712935.4166666670,0,0,725.0,1
3801,23741,6424260,32,1257000,243377309330,1900000,13368000,5076000,16,38,17489000,16614550.0,24,72,346136.4583333330,0,0,650.0,1
3802,10924,639040,31,200000,346897729470,1510000,11895000,3421000,12,56,20572000,19543400.0,20,90,407154.1666666670,0,0,675.0,1
3803,228,3230220,28,1508000,222818774980,1750000,6964000,2086000,30,38,14119000,13413050.0,27,60,279438.5416666670,0,0,700.0,1
3804,91658,3621380,32,401000,401393396370,580000,3440000,3189000,30,42,4505000,4279750.0,24,66,89161.45833333330,0,0,675.0,1
3805,10685,9866320,29,747000,291914917680,730000,2799000,2265000,6,64,1931000,1737900.0,28,72,36206.25,0,0,600.0,1
3806,77510,6206420,51,629000,346495915970,580000,680000,643000,34,14,1905000,1714500.0,26,54,35718.75,0,0,575.0,1
3807,52157,4703360,55,503000,260322522630,1460000,14251000,13063000,36,26,26366000,25047700.0,27,78,521827.0833333330,0,0,650.0,1
3808,2470,1808700,45,205000,281272859390,1140000,2252000,1941000,20,14,414000,372600.0,27,66,7762.5,0,0,550.0,1
3809,33187,5520840,25,1165000,243340537520,1810000,13173000,10779000,6,74,4608000,4377600.0,26,78,91200.0,0,0,625.0,1
3810,39816,8896340,58,781000,348031443980,70000,272000,98000,12,34,1302000,1171800.0,27,60,24412.5,0,0,475.0,0
3811,5987,9461620,58,1728000,348680847980,680000,1639000,1157000,32,42,6922000,6575900.0,29,90,136997.91666666700,0,0,675.0,1
3812,69703,1487920,30,422000,235637488760,1180000,3948000,2094000,18,70,10040000,9538000.0,22,66,198708.33333333300,0,0,675.0,1
3813,55631,5771240,31,678000,223663382250,1580000,6077000,4496000,26,94,8883000,8438850.0,29,60,175809.375,0,0,725.0,1
3814,14853,5901200,37,1193000,294121636100,90000,828000,350000,16,58,1479000,1331100.0,28,72,27731.25,0,0,500.0,0
3815,39696,6660080,26,389000,238244812570,270000,629000,428000,20,96,1240000,1116000.0,25,66,23250.0,0,0,600.0,1
3816,8750,1174060,31,436000,335028402830,440000,1444000,1291000,0,56,7078000,6724100.0,29,78,140085.41666666700,0,0,650.0,1
3817,1493,603400,57,36000,255870288650,890000,6859000,1960000,34,82,33570000,31891500.0,29,72,664406.25,0,0,700.0,1
3818,89058,7039200,58,1561000,326518300180,790000,6659000,5080000,30,32,7998000,7598100.0,27,72,158293.75,0,0,675.0,1
3819,11155,1194040,43,1770000,389936849310,90000,707000,489000,30,52,1480000,1332000.0,28,72,27750.0,0,0,550.0,1
3820,27960,8703060,36,1335000,277453124340,1760000,12711000,9424000,18,16,62179000,55961100.0,28,66,1165856.25,0,0,550.0,1
3821,78179,9109840,31,1328000,281478437960,780000,4546000,2552000,12,2,15772000,14194800.0,26,48,295725.0,0,0,475.0,0
3822,6257,4785220,48,843000,289014103850,770000,7283000,3821000,30,12,36314000,32682600.0,26,60,680887.5,0,0,575.0,1
3823,70356,3979180,55,1738000,328700562680,740000,1505000,1250000,6,80,5732000,5158800.0,26,60,107475.0,0,0,600.0,1
3824,88866,8751540,49,1302000,348457887450,970000,1861000,1699000,14,58,2217000,2106150.0,27,72,43878.125,0,0,650.0,1
3825,93200,5346900,54,607000,215987837490,1600000,14644000,2772000,20,90,316000,300200.0,23,66,6254.166666666670,0,0,675.0,1
3826,50155,3227700,42,1479000,396639554140,640000,1101000,822000,8,84,313000,281700.0,29,72,5868.75,0,0,600.0,1
3827,98793,8285860,36,985000,316800888790,260000,559000,478000,10,72,94000,84600.0,29,66,1762.5,0,0,550.0,1
3828,10035,7730080,25,56000,271073214360,710000,3496000,3203000,34,8,8835000,7951500.0,25,78,165656.25,0,0,525.0,1
3829,68330,6373800,31,229000,288653167080,1470000,13316000,8675000,8,72,42059000,39956050.0,23,72,832417.7083333330,0,0,625.0,1
3830,74661,4943820,36,453000,211649562090,180000,490000,305000,12,24,1929000,1736100.0,24,54,36168.75,0,0,475.0,0
3831,17073,2237080,43,715000,211168492750,1170000,4553000,4092000,0,2,9507000,8556300.0,29,78,178256.25,0,0,550.0,1
3832,72527,4153680,45,1646000,319103311050,1250000,12308000,5785000,30,68,58767000,55828650.0,26,54,1163096.875,0,0,725.0,1
3833,97252,1160560,49,1895000,375092548630,590000,3373000,1928000,24,56,15222000,14460900.0,20,66,301268.75,0,0,700.0,1
3834,86892,4055000,50,462000,377795993360,1030000,6276000,5881000,18,18,23419000,21077100.0,26,66,439106.25,0,0,550.0,1
3835,49051,6523000,55,1020000,228297736750,1680000,6465000,6109000,10,20,20780000,18702000.0,21,54,389625.0,0,0,500.0,0
3836,28888,2388100,59,841000,264747388400,410000,3592000,1701000,20,18,2605000,2344500.0,27,78,48843.75,0,0,475.0,0
3837,63388,1710280,43,757000,339753672160,1850000,9749000,3669000,20,68,46763000,44424850.0,23,90,925517.7083333330,0,0,675.0,1
3838,46940,1871600,46,1264000,320842448070,1800000,17157000,9097000,8,10,25892000,23302800.0,22,72,485475.0,0,0,450.0,0
3839,22840,2738960,56,453000,357092880670,1030000,2390000,2037000,4,18,8190000,7371000.0,29,66,153562.5,0,0,450.0,0
3840,30839,3251340,40,787000,390500728130,1420000,5630000,5241000,24,78,22187000,21077650.0,21,66,439117.7083333330,0,0,725.0,1
3841,46704,7658780,43,1167000,276520777270,100000,761000,184000,32,86,844000,759600.0,29,54,15825.0,0,0,550.0,1
3842,60147,3286300,26,1671000,350135024960,1260000,1641000,1313000,24,96,2487000,2362650.0,21,48,49221.875,0,0,725.0,1
3843,97619,2474420,57,1947000,330942094410,1800000,3222000,2843000,24,52,8945000,8497750.0,24,84,177036.45833333300,0,0,725.0,1
3844,33198,3051900,46,726000,258407460450,1670000,15036000,12338000,30,56,74113000,70407350.0,20,84,1466819.7916666700,0,0,725.0,1
3845,51104,3531940,47,803000,381105077190,780000,3962000,3409000,6,10,18854000,16968600.0,27,66,353512.5,0,0,425.0,0
3846,41918,5139660,35,639000,245503891030,20000,162000,98000,4,6,769000,615200.0,28,60,12816.666666666700,0,0,225.0,0
3847,14079,4510720,54,1456000,320570234990,1040000,4396000,1954000,28,32,14231000,13519450.0,25,78,281655.2083333330,0,0,700.0,1
3848,71129,1363080,42,1184000,248787234030,1760000,7170000,5266000,0,6,1486000,1337400.0,25,54,27862.5,0,0,550.0,1
3849,58103,6621180,58,210000,393111441000,1390000,9233000,5402000,30,76,28716000,27280200.0,24,90,568337.5,0,0,725.0,1
3850,76840,2590740,39,1396000,254089492220,1980000,11371000,9187000,26,50,25544000,24266800.0,24,78,505558.3333333330,0,0,700.0,1
3851,75838,8348600,41,652000,379299257020,730000,6107000,5831000,12,64,5985000,5685750.0,25,90,118453.125,0,0,650.0,1
3852,66219,7269320,37,184000,356938551100,1760000,11388000,10220000,10,92,34911000,33165450.0,22,66,690946.875,0,0,625.0,1
3853,3424,2655360,28,753000,236993314960,1830000,3308000,2883000,22,96,6333000,6016350.0,23,48,125340.625,0,0,725.0,1
3854,68046,1695660,36,871000,308688449730,1640000,13986000,2799000,0,94,64743000,61505850.0,26,48,1281371.875,0,0,725.0,1
3855,70502,3337840,56,927000,226303335340,610000,3755000,1421000,26,42,8053000,7650350.0,27,48,159382.29166666700,0,0,675.0,1
3856,44310,857000,57,498000,299616276760,1950000,7840000,3820000,38,34,27189000,25829550.0,27,84,538115.625,0,0,700.0,1
3857,16692,3061400,35,1465000,339864610560,700000,3506000,1291000,34,32,548000,520600.0,27,66,10845.833333333300,0,0,675.0,1
3858,31960,2453940,37,341000,323805631450,1110000,7553000,2113000,20,38,36248000,34435600.0,23,72,717408.3333333330,0,0,650.0,1
3859,54952,1975580,57,1336000,370810597230,190000,1124000,762000,16,22,2377000,2139300.0,27,66,44568.75,0,0,475.0,0
3860,22990,4661580,44,1123000,219410370610,1940000,7895000,2906000,2,42,32194000,28974600.0,27,66,603637.5,0,0,500.0,0
3861,16634,1098080,35,362000,376547908860,310000,479000,326000,24,70,1154000,1096300.0,25,78,22839.583333333300,0,0,650.0,1
3862,90664,688400,41,793000,212793266270,1400000,12648000,8936000,28,38,22018000,20917100.0,29,84,435772.9166666670,0,0,700.0,1
3863,10732,6867900,45,1832000,261315271820,120000,854000,138000,10,96,67000,60300.0,22,60,1256.25,0,0,500.0,0
3864,12527,5124140,36,1907000,368894159170,1850000,18232000,8378000,4,48,45459000,40913100.0,29,78,852356.25,0,0,550.0,1
3865,61069,2720860,32,1481000,288145213430,230000,621000,551000,34,92,132000,125400.0,23,48,2612.5,0,0,650.0,1
3866,86431,5358380,29,232000,358381159610,1660000,8096000,2515000,14,88,38096000,36191200.0,22,72,753983.3333333330,0,0,675.0,1
3867,33416,5394580,32,1195000,364769521190,1240000,10200000,8102000,22,48,26507000,25181650.0,23,54,524617.7083333330,0,0,700.0,1
3868,89873,8496920,37,190000,249722766060,130000,659000,455000,16,6,3087000,2469600.0,26,60,51450.0,0,0,375.0,0
3869,29811,459040,44,1733000,327258747570,1940000,15505000,9993000,28,26,34999000,33249050.0,25,72,692688.5416666670,0,0,650.0,1
3870,85156,7757380,37,528000,274387854190,1110000,8768000,2135000,32,58,24351000,23133450.0,24,84,481946.875,0,0,725.0,1
3871,49670,2208900,52,1120000,228399832310,1200000,11557000,9996000,36,78,8558000,8130100.0,27,90,169377.08333333300,0,0,725.0,1
3872,66187,985800,57,523000,221923548350,110000,715000,669000,0,36,2610000,2349000.0,26,72,48937.5,0,0,575.0,1
3873,70293,4629100,32,89000,362333394130,630000,4234000,3402000,8,50,16415000,14773500.0,25,72,307781.25,0,0,575.0,1
3874,98520,8465020,59,714000,218303835900,1030000,5525000,2594000,24,78,20046000,19043700.0,29,48,396743.75,0,0,725.0,1
3875,51147,6926160,31,1051000,217176032150,1330000,10450000,4609000,2,32,3902000,3511800.0,24,72,73162.5,0,0,500.0,0
3876,2812,6043340,30,1323000,284314723720,900000,2313000,1699000,0,58,10898000,10353100.0,22,48,215689.58333333300,0,0,700.0,1
3877,72175,297220,55,1809000,303876797580,1700000,6010000,4475000,16,92,18722000,17785900.0,28,66,370539.5833333330,0,0,675.0,1
3878,13075,8724040,40,578000,242869372280,1440000,8053000,7970000,4,12,20162000,18145800.0,26,54,378037.5,0,0,450.0,0
3879,29673,8778460,59,1865000,309973396690,1710000,14752000,1941000,0,24,14245000,13532750.0,28,66,281932.2916666670,0,0,650.0,1
3880,46104,7511620,45,413000,286989834500,400000,2606000,1143000,14,16,5723000,5150700.0,26,48,107306.25,0,0,475.0,0
3881,81876,2566220,53,1878000,218856816540,1210000,7422000,6978000,26,30,27198000,25838100.0,27,66,538293.75,0,0,650.0,1
3882,95279,9385140,32,1540000,229853797480,50000,98000,50000,32,40,292000,262800.0,29,72,5475.0,0,0,525.0,1
3883,14389,2992240,31,1822000,335128451310,590000,1788000,1110000,10,42,3613000,3251700.0,27,48,67743.75,0,0,575.0,1
3884,84300,7892600,57,426000,315998367140,1430000,13566000,3356000,18,22,1414000,1272600.0,25,66,26512.5,0,0,600.0,1
3885,94768,9775420,37,490000,295428716100,320000,853000,689000,14,76,3223000,2900700.0,26,78,60431.25,0,0,600.0,1
3886,14392,4416180,50,250000,262943378480,1320000,9655000,6105000,38,28,27736000,26349200.0,27,60,548941.6666666670,0,0,650.0,1
3887,44711,510040,55,1049000,257477869370,1990000,10577000,3323000,36,88,29423000,27951850.0,25,66,582330.2083333330,0,0,725.0,1
3888,24074,1490860,42,1664000,332377949480,10000,90000,85000,24,26,255000,229500.0,24,60,4781.25,0,0,475.0,0
3889,26707,785460,49,517000,269207178180,290000,2653000,1402000,16,64,4727000,4254300.0,28,78,88631.25,0,0,600.0,1
3890,49809,4940480,44,372000,262699307690,770000,3161000,1959000,4,54,3167000,2850300.0,27,66,59381.25,0,0,550.0,1
3891,15023,5319280,54,46000,302645920480,590000,4332000,4204000,18,68,9066000,8612700.0,29,90,179431.25,0,0,650.0,1
3892,40761,9542880,29,199000,376261393860,690000,1232000,1145000,18,98,1489000,1414550.0,27,84,29469.791666666700,0,0,650.0,1
3893,63822,9079700,47,465000,393999760760,1150000,6521000,1535000,14,30,23928000,21535200.0,27,78,448650.0,0,0,600.0,1
3894,48169,1909980,25,915000,247358049090,680000,6353000,2128000,28,60,30900000,29355000.0,23,78,611562.5,0,0,700.0,1
3895,19653,7594640,40,1542000,341437766710,120000,319000,198000,20,38,1347000,1212300.0,29,78,25256.25,0,0,525.0,1
3896,41281,5321620,48,1133000,270353907020,1050000,3997000,3924000,30,28,4861000,4617950.0,25,48,96207.29166666670,0,0,650.0,1
3897,65523,6638300,38,1394000,279085803650,1150000,10317000,7557000,0,74,45074000,42820300.0,24,66,892089.5833333330,0,0,725.0,1
3898,7984,1098840,43,1654000,216146026610,580000,906000,895000,36,80,4285000,4070750.0,22,48,84807.29166666670,0,0,700.0,1
3899,69058,2936960,37,861000,262160503130,1270000,10931000,1875000,26,8,31551000,28395900.0,29,54,591581.25,0,0,550.0,1
3900,2817,843800,26,1354000,324063285480,1800000,9238000,7949000,26,98,17555000,16677250.0,27,84,347442.7083333330,0,0,725.0,1
3901,74623,1391040,41,221000,264942315610,1860000,1957000,1954000,14,24,9347000,8412300.0,25,72,175256.25,0,0,600.0,1
3902,70631,6669580,48,688000,236832856160,1080000,8119000,6084000,28,76,4573000,4344350.0,24,60,90507.29166666670,0,0,725.0,1
3903,98543,268760,25,405000,313686270490,440000,3803000,840000,34,94,980000,931000.0,20,60,19395.833333333300,0,0,650.0,1
3904,17441,1255380,56,967000,367887228860,1930000,10061000,3374000,32,66,12107000,11501650.0,22,48,239617.70833333300,0,0,725.0,1
3905,30673,65820,30,830000,296027224960,720000,3347000,2729000,2,10,2285000,1828000.0,25,54,38083.333333333300,0,0,325.0,0
3906,46525,9048900,56,351000,292230695040,480000,4241000,3417000,14,58,19542000,17587800.0,26,72,366412.5,0,0,600.0,1
3907,19071,9583200,47,764000,286342711330,220000,1525000,897000,8,58,3093000,2783700.0,28,60,57993.75,0,0,550.0,1
3908,70486,3234120,29,1989000,235434048510,960000,5726000,1900000,24,40,28516000,27090200.0,29,78,564379.1666666670,0,0,675.0,1
3909,6867,5095520,33,1068000,256260515040,1130000,4831000,4740000,16,36,21160000,20102000.0,29,54,418791.6666666670,0,0,650.0,1
3910,2329,7952840,53,431000,298839795950,1060000,5256000,5175000,6,46,12313000,11081700.0,26,72,230868.75,0,0,600.0,1
3911,81464,1229300,56,1786000,273965511320,1310000,11327000,1938000,18,18,2972000,2674800.0,27,48,55725.0,0,0,550.0,1
3912,98350,2602640,45,1526000,228025679260,1990000,19238000,2715000,28,66,86147000,81839650.0,28,54,1704992.7083333300,0,0,725.0,1
3913,69421,3626980,50,1101000,322730197630,180000,904000,503000,24,84,3122000,2809800.0,28,48,58537.5,0,0,600.0,1
3914,3201,1439780,56,1318000,281009705090,1440000,11478000,1742000,32,70,39597000,37617150.0,22,84,783690.625,0,0,725.0,1
3915,2046,2188060,54,559000,218566447990,1700000,5051000,4126000,22,22,5566000,5287700.0,20,48,110160.41666666700,0,0,650.0,1
3916,37984,5836300,53,1532000,365876016720,280000,1467000,959000,28,40,5971000,5672450.0,25,60,118176.04166666700,0,0,625.0,1
3917,31912,2740840,44,96000,403906274180,1270000,1359000,1319000,2,64,4938000,4444200.0,28,66,92587.5,0,0,525.0,1
3918,79792,4334740,59,1876000,375222521450,1450000,10049000,2878000,16,76,36162000,34353900.0,23,78,715706.25,0,0,675.0,1
3919,58729,3501340,25,287000,382664052130,1650000,16458000,3423000,12,96,53641000,50958950.0,23,78,1061644.7916666700,0,0,675.0,1
3920,34177,8938140,34,1905000,388460632380,1720000,3633000,2863000,16,34,17851000,16958450.0,22,90,353301.0416666670,0,0,650.0,1
3921,22360,4113180,55,504000,361157634850,460000,3786000,1168000,4,90,116000,104400.0,20,60,2175.0,0,0,500.0,0
3922,11870,9525580,49,1973000,331072508740,1000000,5945000,1780000,6,6,22741000,20466900.0,29,60,426393.75,0,0,425.0,0
3923,48936,2890320,49,172000,263316152000,1900000,2676000,2105000,6,92,5208000,4947600.0,24,66,103075.0,0,0,625.0,1
3924,75336,5284180,51,1174000,407323942900,1620000,7979000,6053000,2,38,21597000,19437300.0,24,72,404943.75,0,0,500.0,0
3925,70577,7913280,50,589000,269473066240,380000,3174000,2639000,2,64,3445000,3100500.0,25,66,64593.75,0,0,450.0,0
3926,72031,120000,27,232000,351676192050,820000,4584000,881000,22,2,2768000,2491200.0,25,54,51900.0,0,0,525.0,1
3927,67405,5079780,45,97000,247244446500,1880000,8179000,5081000,4,68,947000,852300.0,27,48,17756.25,0,0,575.0,1
3928,53236,7096840,39,1045000,274932821490,1330000,11958000,6567000,0,28,40225000,38213750.0,22,90,796119.7916666670,0,0,650.0,1
3929,53355,4898500,48,1187000,326218810110,850000,5261000,4159000,10,28,19423000,17480700.0,28,60,364181.25,0,0,525.0,1
3930,53256,6064120,39,1179000,284158935070,170000,513000,468000,30,40,2294000,2064600.0,27,60,43012.5,0,0,575.0,1
3931,43144,9211560,30,1274000,251234104580,950000,1156000,1029000,12,72,2727000,2590650.0,26,60,53971.875,0,0,650.0,1
3932,83677,3470100,35,1493000,279886986990,610000,2227000,1465000,36,52,9933000,9436350.0,20,66,196590.625,0,0,700.0,1
3933,11813,6848240,43,485000,282618878350,1970000,15947000,13679000,12,42,32555000,30927250.0,22,66,644317.7083333330,0,0,650.0,1
3934,61836,2193060,45,894000,225096067230,680000,6797000,2245000,10,96,33651000,30285900.0,28,66,630956.25,0,0,600.0,1
3935,10148,3852680,37,1754000,274857853140,570000,2923000,1651000,6,98,10594000,9534600.0,26,48,198637.5,0,0,600.0,1
3936,61112,75420,33,209000,297713888130,1430000,6370000,4517000,26,16,17851000,16065900.0,27,48,334706.25,0,0,600.0,1
3937,20217,8919100,35,1352000,373969758450,1450000,3396000,3036000,20,22,6163000,5546700.0,28,48,115556.25,0,0,600.0,1
3938,91737,4181580,58,1687000,317797328260,20000,98000,62000,22,74,486000,437400.0,29,72,9112.5,0,0,550.0,1
3939,56158,1256680,46,1836000,358032154960,1980000,15417000,14545000,30,94,26705000,25369750.0,21,48,528536.4583333330,0,0,725.0,1
3940,69169,8137520,33,957000,218342385210,1580000,8460000,5886000,10,42,13953000,12557700.0,29,60,261618.75,0,0,600.0,1
3941,29112,5489300,40,186000,371104985250,1240000,6513000,5629000,34,90,25709000,24423550.0,22,72,508823.9583333330,0,0,725.0,1
3942,9120,1098120,51,1755000,272033153110,500000,1972000,1843000,2,32,331000,297900.0,22,78,6206.25,0,0,425.0,0
